Temp_Up1_0.0-60.0C,A260nm_Up1_0.0-60.0C,Temp_Down1_60.0-0.0C,A260nm_Down1_60.0-0.0C,Temp_Up2_0.0-60.0C,A260nm_Up2_0.0-60.0C,Temp_Down2_60.0-0.0C,A260nm_Down2_60.0-0.0C
6.5,0.170215666,53.5,0.206151281,6.699999809,0.170825636,53.29999924,0.206152
6.599999905,0.170272142,53.40000153,0.206123878,6.800000191,0.170879637,53.20000076,0.206133427
6.699999809,0.170293139,53.29999924,0.206025539,6.900000095,0.170961832,53.09999847,0.206157333
6.800000191,0.170336037,53.20000076,0.206075812,7,0.170953243,53,0.206195512
6.900000095,0.170358019,53.09999847,0.206102787,7.099999905,0.17098594,52.90000153,0.206222697
7,0.170418351,53,0.206022886,7.199999809,0.171014025,52.79999924,0.206212626
7.099999905,0.170430026,52.90000153,0.206043617,7.300000191,0.171081841,52.70000076,0.206200257
7.199999809,0.170438685,52.79999924,0.206053627,7.400000095,0.171124465,52.59999847,0.206210884
7.300000191,0.17045019,52.70000076,0.206024227,7.5,0.171188005,52.5,0.206170611
7.400000095,0.170502952,52.59999847,0.206051601,7.599999905,0.171288016,52.40000153,0.206175779
7.5,0.170534211,52.5,0.206026382,7.699999809,0.171331517,52.29999924,0.206184577
7.599999905,0.170539614,52.40000153,0.206026675,7.800000191,0.1713348,52.20000076,0.206170232
7.699999809,0.170546108,52.29999924,0.20602658,7.900000095,0.17141135,52.09999847,0.206219084
7.800000191,0.170679839,52.20000076,0.206022141,8,0.171462939,52,0.206249244
7.900000095,0.170647854,52.09999847,0.206020714,8.100000381,0.171503691,51.90000153,0.206281315
8,0.170663147,52,0.205949348,8.199999809,0.171583915,51.79999924,0.206291565
8.100000381,0.170714436,51.90000153,0.205969609,8.300000191,0.171592431,51.70000076,0.206312799
8.199999809,0.1707702,51.79999924,0.205922998,8.399999619,0.171642015,51.59999847,0.2063846
8.300000191,0.170809163,51.70000076,0.205926002,8.5,0.171694911,51.5,0.20636576
8.399999619,0.170850645,51.59999847,0.205894432,8.600000381,0.171780109,51.40000153,0.20638192
8.5,0.170900313,51.5,0.205816412,8.699999809,0.171825078,51.29999924,0.206386495
8.600000381,0.170915485,51.40000153,0.20580576,8.800000191,0.171888788,51.20000076,0.206408665
8.699999809,0.170996997,51.29999924,0.205821098,8.899999619,0.171885953,51.09999847,0.206349002
8.800000191,0.171029632,51.20000076,0.205821396,9,0.171918358,51,0.206306352
8.899999619,0.171070264,51.09999847,0.205827943,9.100000381,0.172019878,50.90000153,0.206345176
9,0.171092975,51,0.205729182,9.199999809,0.172067497,50.79999924,0.20639796
9.100000381,0.171149416,50.90000153,0.205756712,9.300000191,0.172114777,50.70000076,0.20638498
9.199999809,0.1712084,50.79999924,0.205722789,9.399999619,0.172244629,50.59999847,0.206322415
9.300000191,0.171250523,50.70000076,0.205741409,9.5,0.172276593,50.5,0.206309316
9.399999619,0.17129962,50.59999847,0.205747868,9.600000381,0.172326804,50.40000153,0.206293615
9.5,0.171404214,50.5,0.205746436,9.699999809,0.172406923,50.29999924,0.206324522
9.600000381,0.17143641,50.40000153,0.205787648,9.800000191,0.17248187,50.20000076,0.206309699
9.699999809,0.171445295,50.29999924,0.20577725,9.899999619,0.172519842,50.09999847,0.206288571
9.800000191,0.171467839,50.20000076,0.205722051,10,0.172605195,50,0.206310894
9.899999619,0.171535459,50.09999847,0.205714693,10.10000038,0.172644741,49.90000153,0.206304656
10,0.171604834,50,0.205689143,10.19999981,0.17273504,49.79999924,0.206285816
10.10000038,0.171615375,49.90000153,0.205673383,10.30000019,0.172769641,49.70000076,0.206284938
10.19999981,0.171645763,49.79999924,0.205626345,10.39999962,0.172825152,49.59999847,0.206293145
10.30000019,0.171736305,49.70000076,0.205599483,10.5,0.172914162,49.5,0.206229742
10.39999962,0.171778091,49.59999847,0.205599289,10.60000038,0.172977319,49.40000153,0.206199173
10.5,0.171850532,49.5,0.205631342,10.69999981,0.173027949,49.29999924,0.206212283
10.60000038,0.171919367,49.40000153,0.205563351,10.80000019,0.173090814,49.20000076,0.206194532
10.69999981,0.171940517,49.29999924,0.205555083,10.89999962,0.173207123,49.09999847,0.206136519
10.80000019,0.171968776,49.20000076,0.205531014,11,0.173320186,49,0.206122218
10.89999962,0.172106457,49.09999847,0.205440207,11.10000038,0.17340159,48.90000153,0.206134675
11,0.172137252,49,0.205480297,11.19999981,0.173458703,48.79999924,0.206133226
11.10000038,0.17217155,48.90000153,0.205475792,11.30000019,0.173518613,48.70000076,0.206136888
11.19999981,0.172232336,48.79999924,0.205410779,11.39999962,0.173565475,48.59999847,0.206114565
11.30000019,0.172296733,48.70000076,0.205476206,11.5,0.173675559,48.5,0.206111221
11.39999962,0.172380044,48.59999847,0.205437581,11.60000038,0.173719458,48.40000153,0.206103099
11.5,0.172423951,48.5,0.205453244,11.69999981,0.173833671,48.29999924,0.206087252
11.60000038,0.172507615,48.40000153,0.205478323,11.80000019,0.173793003,48.20000076,0.206089111
11.69999981,0.17259129,48.29999924,0.205448109,11.89999962,0.173980954,48.09999847,0.206079692
11.80000019,0.172698057,48.20000076,0.205369107,12,0.174015322,48,0.206039848
11.89999962,0.172788668,48.09999847,0.205364484,12.10000038,0.174114421,47.90000153,0.206015795
12,0.172878551,48,0.205349189,12.19999981,0.174166745,47.79999924,0.206017268
12.10000038,0.172907076,47.90000153,0.205333617,12.30000019,0.174231716,47.70000076,0.205989531
12.19999981,0.172917725,47.79999924,0.205325705,12.39999962,0.174353814,47.59999847,0.205982739
12.30000019,0.172993869,47.70000076,0.205304757,12.5,0.174456994,47.5,0.205926111
12.39999962,0.173062914,47.59999847,0.20529604,12.60000038,0.174506075,47.40000153,0.205941442
12.5,0.173094329,47.5,0.205308901,12.69999981,0.174575352,47.29999924,0.205927551
12.60000038,0.173165154,47.40000153,0.205372789,12.80000019,0.174693362,47.20000076,0.205877861
12.69999981,0.17321128,47.29999924,0.205318362,12.89999962,0.174784262,47.09999847,0.205907454
12.80000019,0.173255706,47.20000076,0.205245426,13,0.174876687,47,0.205918298
12.89999962,0.173348699,47.09999847,0.205165863,13.10000038,0.175016735,46.90000153,0.205879213
13,0.173428717,47,0.205131952,13.19999981,0.175110292,46.79999924,0.205831413
13.10000038,0.173522236,46.90000153,0.205168721,13.30000019,0.175339325,46.70000076,0.205815963
13.19999981,0.173639328,46.79999924,0.205174172,13.39999962,0.175439228,46.59999847,0.205786418
13.30000019,0.173694572,46.70000076,0.205163063,13.5,0.175596621,46.5,0.205775681
13.39999962,0.173742846,46.59999847,0.20514884,13.60000038,0.175734901,46.40000153,0.20578693
13.5,0.173831001,46.5,0.2051048,13.69999981,0.175742496,46.29999924,0.205777618
13.60000038,0.173886669,46.40000153,0.205116993,13.80000019,0.175817028,46.20000076,0.205715984
13.69999981,0.173956324,46.29999924,0.205120692,13.89999962,0.1759073,46.09999847,0.205674735
13.80000019,0.174108421,46.20000076,0.205052749,14,0.175977374,46,0.205666678
13.89999962,0.174164283,46.09999847,0.205046504,14.10000038,0.176122404,45.90000153,0.205673217
14,0.174218659,46,0.205005734,14.19999981,0.176177863,45.79999924,0.205697309
14.10000038,0.17429945,45.90000153,0.204991599,14.30000019,0.176290822,45.70000076,0.205691108
14.19999981,0.17432647,45.79999924,0.204974787,14.39999962,0.176423492,45.59999847,0.205653412
14.30000019,0.174416845,45.70000076,0.204977295,14.5,0.176492894,45.5,0.205628371
14.39999962,0.174590203,45.59999847,0.204993487,14.60000038,0.17671933,45.40000153,0.205577932
14.5,0.174714656,45.5,0.205026825,14.69999981,0.176853464,45.29999924,0.205528268
14.60000038,0.174759067,45.40000153,0.204966742,14.80000019,0.177006816,45.20000076,0.205527774
14.69999981,0.174987119,45.29999924,0.204905908,14.89999962,0.177234993,45.09999847,0.205558726
14.80000019,0.175152608,45.20000076,0.204897761,15,0.17748464,45,0.205568124
14.89999962,0.175277361,45.09999847,0.204900415,15.10000038,0.177707289,44.90000153,0.205503956
15,0.175420708,45,0.204886214,15.19999981,0.17782416,44.79999924,0.205466393
15.10000038,0.17554123,44.90000153,0.204854977,15.30000019,0.178010279,44.70000076,0.205493651
15.19999981,0.175702961,44.79999924,0.204822467,15.39999962,0.178139001,44.59999847,0.205448481
15.30000019,0.175788744,44.70000076,0.204791719,15.5,0.178280518,44.5,0.205401586
15.39999962,0.175898513,44.59999847,0.204799815,15.60000038,0.17834819,44.40000153,0.2054308
15.5,0.175979205,44.5,0.204753577,15.69999981,0.178459905,44.29999924,0.20543732
15.60000038,0.176035647,44.40000153,0.204731672,15.80000019,0.178567301,44.20000076,0.205419081
15.69999981,0.176220321,44.29999924,0.204747394,15.89999962,0.178707322,44.09999847,0.20539071
15.80000019,0.176321356,44.20000076,0.204719998,16,0.178848013,44,0.205390894
15.89999962,0.176376031,44.09999847,0.204716214,16.10000038,0.178967348,43.90000153,0.205382928
16,0.176407324,44,0.204641774,16.20000076,0.179063287,43.79999924,0.205324691
16.10000038,0.176496779,43.90000153,0.204644386,16.29999924,0.179174247,43.70000076,0.205280959
16.20000076,0.17660451,43.79999924,0.204611097,16.39999962,0.179321012,43.59999847,0.205263125
16.29999924,0.176684802,43.70000076,0.204570557,16.5,0.179530227,43.5,0.205242066
16.39999962,0.17686031,43.59999847,0.204584432,16.60000038,0.179696803,43.40000153,0.205241279
16.5,0.176914191,43.5,0.204594155,16.70000076,0.179780001,43.29999924,0.205228504
16.60000038,0.177047383,43.40000153,0.20457867,16.79999924,0.17984075,43.20000076,0.205242823
16.70000076,0.177141412,43.29999924,0.20456613,16.89999962,0.180031266,43.09999847,0.20522843
16.79999924,0.177231936,43.20000076,0.204502938,17,0.180176142,43,0.205255054
16.89999962,0.177302967,43.09999847,0.204478371,17.10000038,0.180366886,42.90000153,0.205258163
17,0.177389018,43,0.204484203,17.20000076,0.18050156,42.79999924,0.205264869
17.10000038,0.17741447,42.90000153,0.204486212,17.29999924,0.180649438,42.70000076,0.205213978
17.20000076,0.177458239,42.79999924,0.204470185,17.39999962,0.180810197,42.59999847,0.205151902
17.29999924,0.177546524,42.70000076,0.204408697,17.5,0.18100199,42.5,0.205149842
17.39999962,0.177680102,42.59999847,0.204426669,17.60000038,0.181184459,42.40000153,0.205117969
17.5,0.177758057,42.5,0.204428036,17.70000076,0.181314252,42.29999924,0.205080679
17.60000038,0.177830151,42.40000153,0.204423356,17.79999924,0.181470635,42.20000076,0.20510424
17.70000076,0.177939149,42.29999924,0.204397786,17.89999962,0.18160263,42.09999847,0.205086459
17.79999924,0.178070975,42.20000076,0.204317926,18,0.181757512,42,0.20501489
17.89999962,0.178218632,42.09999847,0.204300744,18.10000038,0.181996384,41.90000153,0.205017444
18,0.178333929,42,0.204289273,18.20000076,0.182115816,41.79999924,0.205021203
18.10000038,0.178403655,41.90000153,0.204250661,18.29999924,0.182260818,41.70000076,0.20498161
18.20000076,0.178465483,41.79999924,0.204271597,18.39999962,0.182491302,41.59999847,0.204952256
18.29999924,0.178554523,41.70000076,0.204251219,18.5,0.182627849,41.5,0.204893409
18.39999962,0.178638964,41.59999847,0.204213784,18.60000038,0.182762349,41.40000153,0.204880268
18.5,0.178755006,41.5,0.204204073,18.70000076,0.182912901,41.29999924,0.204861948
18.60000038,0.178859954,41.40000153,0.204217038,18.79999924,0.183082289,41.20000076,0.204786477
18.70000076,0.178941321,41.29999924,0.204221671,18.89999962,0.183287735,41.09999847,0.204814997
18.79999924,0.179072834,41.20000076,0.20422132,19,0.183384554,41,0.204822813
18.89999962,0.179176941,41.09999847,0.204189091,19.10000038,0.183555669,40.90000153,0.2047843
19,0.179340224,41,0.204136443,19.20000076,0.183733198,40.79999924,0.204707422
19.10000038,0.179503061,40.90000153,0.204083855,19.29999924,0.183889503,40.70000076,0.204688063
19.20000076,0.179677683,40.79999924,0.204052705,19.39999962,0.184033086,40.59999847,0.204673764
19.29999924,0.179879602,40.70000076,0.204050703,19.5,0.184144654,40.5,0.2046716
19.39999962,0.179948161,40.59999847,0.204095553,19.60000038,0.184356237,40.40000153,0.204679926
19.5,0.18014288,40.5,0.204067522,19.70000076,0.184540434,40.29999924,0.204675253
19.60000038,0.180258589,40.40000153,0.204003111,19.79999924,0.184683531,40.20000076,0.204642969
19.70000076,0.18033761,40.29999924,0.204004825,19.89999962,0.18482839,40.09999847,0.204625726
19.79999924,0.180413764,40.20000076,0.204044193,20,0.184954608,40,0.204607118
19.89999962,0.180604028,40.09999847,0.203911873,20.10000038,0.185143229,39.90000153,0.204548716
20,0.180747958,40,0.203901031,20.20000076,0.185305087,39.79999924,0.204528837
20.10000038,0.180895799,39.90000153,0.203913484,20.29999924,0.185455565,39.70000076,0.204505381
20.20000076,0.181116994,39.79999924,0.203869744,20.39999962,0.185589671,39.59999847,0.204470222
20.29999924,0.181192839,39.70000076,0.203892928,20.5,0.185701041,39.5,0.204453786
20.39999962,0.181447662,39.59999847,0.20388818,20.60000038,0.185759025,39.40000153,0.204441171
20.5,0.181525929,39.5,0.203863106,20.70000076,0.185825952,39.29999924,0.204455595
20.60000038,0.181722404,39.40000153,0.203820949,20.79999924,0.186068291,39.20000076,0.204438504
20.70000076,0.181818598,39.29999924,0.203779203,20.89999962,0.186160922,39.09999847,0.204395896
20.79999924,0.181911941,39.20000076,0.203796407,21,0.186268511,39,0.204373666
20.89999962,0.182106072,39.09999847,0.20376989,21.10000038,0.18639507,38.90000153,0.204360936
21,0.18229617,39,0.203725085,21.20000076,0.186569076,38.79999924,0.20436463
21.10000038,0.18242602,38.90000153,0.203735801,21.29999924,0.186664419,38.70000076,0.204326026
21.20000076,0.182601105,38.79999924,0.203734163,21.39999962,0.186842953,38.59999847,0.204293174
21.29999924,0.182767408,38.70000076,0.203685281,21.5,0.187019044,38.5,0.204278169
21.39999962,0.182896233,38.59999847,0.20367318,21.60000038,0.187149977,38.40000153,0.204267209
21.5,0.183082541,38.5,0.203626057,21.70000076,0.18725139,38.29999924,0.204251897
21.60000038,0.183252473,38.40000153,0.203594273,21.79999924,0.187437769,38.20000076,0.204254763
21.70000076,0.183412587,38.29999924,0.203526049,21.89999962,0.187642272,38.09999847,0.204278011
21.79999924,0.183556356,38.20000076,0.203568239,22,0.187723988,38,0.204270934
21.89999962,0.183673315,38.09999847,0.203558724,22.10000038,0.187841602,37.90000153,0.204135303
22,0.183831379,38,0.203510952,22.20000076,0.188037367,37.79999924,0.204140929
22.10000038,0.184019396,37.90000153,0.203483007,22.29999924,0.188220663,37.70000076,0.204113206
22.20000076,0.184214965,37.79999924,0.20348236,22.39999962,0.188372416,37.59999847,0.204049885
22.29999924,0.184347051,37.70000076,0.203517981,22.5,0.18859155,37.5,0.204054517
22.39999962,0.184509627,37.59999847,0.203496696,22.60000038,0.188790375,37.40000153,0.204062369
22.5,0.184608482,37.5,0.203473721,22.70000076,0.188940587,37.29999924,0.204051107
22.60000038,0.184784681,37.40000153,0.203459412,22.79999924,0.189120061,37.20000076,0.203996068
22.70000076,0.184908887,37.29999924,0.203377363,22.89999962,0.189359663,37.09999847,0.203995904
22.79999924,0.185061194,37.20000076,0.203347673,23,0.189523132,37,0.203964921
22.89999962,0.185193774,37.09999847,0.203307667,23.10000038,0.189707512,36.90000153,0.203947307
23,0.185256437,37,0.203307499,23.20000076,0.189949043,36.79999924,0.203948992
23.10000038,0.185440066,36.90000153,0.203281527,23.29999924,0.190094305,36.70000076,0.203928135
23.20000076,0.185597256,36.79999924,0.20330343,23.39999962,0.190362247,36.59999847,0.203915815
23.29999924,0.185718735,36.70000076,0.20328609,23.5,0.190544604,36.5,0.203861692
23.39999962,0.185926404,36.59999847,0.203238921,23.60000038,0.190657465,36.40000153,0.203873211
23.5,0.186014723,36.5,0.203202457,23.70000076,0.190913643,36.29999924,0.203875557
23.60000038,0.18619493,36.40000153,0.203136172,23.79999924,0.191168483,36.20000076,0.203787388
23.70000076,0.186432359,36.29999924,0.203145771,23.89999962,0.191370996,36.09999847,0.203735228
23.79999924,0.186535977,36.20000076,0.203050719,24,0.191566932,36,0.203713885
23.89999962,0.186716591,36.09999847,0.203043247,24.10000038,0.191688261,35.90000153,0.203709921
24,0.186913704,36,0.203066248,24.20000076,0.19190003,35.79999924,0.203675911
24.10000038,0.187006787,35.90000153,0.203030071,24.29999924,0.192094715,35.70000076,0.203632605
24.20000076,0.18719914,35.79999924,0.202950905,24.39999962,0.192315592,35.59999847,0.203626807
24.29999924,0.187387601,35.70000076,0.20294389,24.5,0.192468156,35.5,0.20360899
24.39999962,0.187516278,35.59999847,0.202938249,24.60000038,0.192592996,35.40000153,0.203518808
24.5,0.187686255,35.5,0.202885779,24.70000076,0.192824077,35.29999924,0.203496259
24.60000038,0.187769228,35.40000153,0.202875302,24.79999924,0.192963048,35.20000076,0.203504806
24.70000076,0.187878989,35.29999924,0.202837454,24.89999962,0.193131318,35.09999847,0.203470998
24.79999924,0.18811648,35.20000076,0.202827672,25,0.193311043,35,0.203428424
24.89999962,0.188277507,35.09999847,0.202780991,25.10000038,0.193505394,34.90000153,0.203380042
25,0.188320574,35,0.202738717,25.20000076,0.193675047,34.79999924,0.203334684
25.10000038,0.188483485,34.90000153,0.202735273,25.29999924,0.193814322,34.70000076,0.203295758
25.20000076,0.18861414,34.79999924,0.202683688,25.39999962,0.193980202,34.59999847,0.20328165
25.29999924,0.188759006,34.70000076,0.202695653,25.5,0.194157466,34.5,0.203260833
25.39999962,0.188914231,34.59999847,0.20268588,25.60000038,0.194297983,34.40000153,0.20323236
25.5,0.189190382,34.5,0.202658097,25.70000076,0.194422832,34.29999924,0.203222462
25.60000038,0.189305509,34.40000153,0.202628207,25.79999924,0.19463519,34.20000076,0.203187934
25.70000076,0.189424463,34.29999924,0.202539976,25.89999962,0.194775791,34.09999847,0.203191066
25.79999924,0.189634126,34.20000076,0.202562075,26,0.194923489,34,0.203115629
25.89999962,0.189743323,34.09999847,0.202546821,26.10000038,0.195063934,33.90000153,0.203076723
26,0.189999086,34,0.202495713,26.20000076,0.195199908,33.79999924,0.203136733
26.10000038,0.190146176,33.90000153,0.202503298,26.29999924,0.195311147,33.70000076,0.203139558
26.20000076,0.190235902,33.79999924,0.202452211,26.39999962,0.195495295,33.59999847,0.203071269
26.29999924,0.190386603,33.70000076,0.202379161,26.5,0.195610685,33.5,0.203033834
26.39999962,0.190546745,33.59999847,0.20231626,26.60000038,0.195778376,33.40000153,0.203008128
26.5,0.190709937,33.5,0.202334585,26.70000076,0.195925513,33.29999924,0.202940901
26.60000038,0.190828659,33.40000153,0.202328164,26.79999924,0.196040734,33.20000076,0.202886896
26.70000076,0.191081387,33.29999924,0.202300933,26.89999962,0.196163292,33.09999847,0.202882988
26.79999924,0.191274872,33.20000076,0.202218061,27,0.196347305,33,0.202863545
26.89999962,0.191374805,33.09999847,0.202131356,27.10000038,0.196509277,32.90000153,0.202799289
27,0.191581997,33,0.202143342,27.20000076,0.196604119,32.79999924,0.202739943
27.10000038,0.191740955,32.90000153,0.202148332,27.29999924,0.1966818,32.70000076,0.202743395
27.20000076,0.191938814,32.79999924,0.202150729,27.39999962,0.196773223,32.59999847,0.202718044
27.29999924,0.19214533,32.70000076,0.202086194,27.5,0.196885015,32.5,0.202680372
27.39999962,0.192272509,32.59999847,0.202041952,27.60000038,0.197012236,32.40000153,0.202628498
27.5,0.192445754,32.5,0.202001024,27.70000076,0.197128594,32.29999924,0.202623446
27.60000038,0.192620749,32.40000153,0.201988399,27.79999924,0.197220927,32.20000076,0.202549473
27.70000076,0.192871643,32.29999924,0.201919602,27.89999962,0.197278737,32.09999847,0.202487318
27.79999924,0.19294965,32.20000076,0.201899338,28,0.197412609,32,0.202478982
27.89999962,0.193147734,32.09999847,0.201857794,28.10000038,0.197585531,31.89999962,0.202486542
28,0.193263904,32,0.201858775,28.20000076,0.197667582,31.79999924,0.202446827
28.10000038,0.193451723,31.89999962,0.201754337,28.29999924,0.197828822,31.70000076,0.202356969
28.20000076,0.19370359,31.79999924,0.201716216,28.39999962,0.197878206,31.60000038,0.202332646
28.29999924,0.193791199,31.70000076,0.201673731,28.5,0.197946349,31.5,0.202298279
28.39999962,0.193968995,31.60000038,0.201689763,28.60000038,0.198079075,31.39999962,0.202299634
28.5,0.19413632,31.5,0.20164996,28.70000076,0.198221395,31.29999924,0.202271286
28.60000038,0.194292977,31.39999962,0.201632772,28.79999924,0.198309628,31.20000076,0.202160463
28.70000076,0.194469106,31.29999924,0.201591646,28.89999962,0.198414565,31.10000038,0.202128987
28.79999924,0.19459447,31.20000076,0.201553642,29,0.198534232,31,0.202113387
28.89999962,0.194780257,31.10000038,0.201472677,29.10000038,0.198657143,30.89999962,0.202073722
29,0.194869059,31,0.201414493,29.20000076,0.19879037,30.79999924,0.202014198
29.10000038,0.195070099,30.89999962,0.201368631,29.29999924,0.198863563,30.70000076,0.201943549
29.20000076,0.195261593,30.79999924,0.201298262,29.39999962,0.198906984,30.60000038,0.201905665
29.29999924,0.195430318,30.70000076,0.201256494,29.5,0.199025262,30.5,0.201867145
29.39999962,0.195554778,30.60000038,0.201211124,29.60000038,0.199159479,30.39999962,0.201750256
29.5,0.195635077,30.5,0.20115931,29.70000076,0.199300038,30.29999924,0.201736817
29.60000038,0.195853045,30.39999962,0.201143716,29.79999924,0.199363095,30.20000076,0.201733225
29.70000076,0.196054603,30.29999924,0.201121994,29.89999962,0.199407748,30.10000038,0.201665246
29.79999924,0.196223521,30.20000076,0.200987569,30,0.199458647,30,0.201594827
